id_monitor,timestamp,cpu_percent,ram_percent,disk_usage_percent,bytes_sent_per_sec,bytes_recv_per_sec,bpm_status,pa_status,spo2_status,resp_status,temperatura_status,pic_status,pvc_status,ecg_status,etco2_status
20,29-04-2026 10_43_09,57.40316033072411,81.3682889612277,22.7,250.4480530240265,428.31728251864126,Inativo,Inativo,Inativo,Ativo,Inativo,Ativo,Ativo,Ativo,Ativo
20,29-04-2026 10_43_37,27.902612571470947,82.1760745663746,22.7,130.7450704225352,243.68585915492957,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo
20,29-04-2026 10_44_04,32.49761708429638,81.89236606684476,22.7,72.08602816901409,290.9836056338028,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 10_44_31,15.557659967179712,81.73959721491991,22.7,234.50969818913478,595.0686519114688,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_44_58,20.076053373735945,81.82240504734197,22.7,20.935605633802815,265.91661971830985,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo
20,29-04-2026 10_45_25,27.583653751458343,81.59432525113355,22.7,89.32036454018228,363.08699254349625,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_45_51,29.756992732273485,81.3587577780948,22.7,283.99960563380284,185.38749295774647,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_46_18,30.186088269535954,81.70978774425693,22.7,95.55022369511185,569.231681855841,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 10_46_45,19.5014379790576,81.63235477348698,22.7,68.2989295774648,214.11042253521128,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo
20,29-04-2026 10_47_11,34.679402504652835,82.24677820283571,22.7,90.02645437844458,159.51005511328844,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 10_47_39,32.24474658655096,81.56528843392418,22.7,51.43146881287726,317.4651911468813,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo
20,29-04-2026 10_48_06,40.023151465563906,81.6524469521097,22.7,424.6632676056339,233.88202816901406,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_48_32,51.725375136392856,82.45421504179862,22.7,214.0978114842904,426.70751895991333,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
20,29-04-2026 10_49_00,70.1480454508748,81.50564057718124,22.7,11.861806130903066,211.46803645401826,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 10_49_26,54.90995729052589,81.92643807880704,22.7,248.8992676056338,258.98180281690145,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 10_49_53,45.85509608167631,81.41083546216959,22.7,59.4623661971831,136.99132394366197,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo,Ativo,Ativo,Ativo
20,29-04-2026 10_50_21,41.432138477405516,81.29539296574073,22.7,651.5121126760563,1144.6932228666114,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo
20,29-04-2026 10_50_47,54.72606625392528,82.0522139264486,22.8,38.220257195345994,480.3834415186773,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo
20,29-04-2026 10_51_15,37.95852209305538,81.67519599713069,22.8,271.25925434962716,424.0933222866612,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo
20,29-04-2026 10_51_42,32.60632734816889,81.31299176698346,22.8,45.31871227364185,114.01110663983903,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 10_52_09,35.84088823620396,81.04648541278715,22.7,168.2956209987196,229.6999743918054,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 10_52_35,44.06612779827337,81.41321888013923,22.7,411.70937625754533,392.1063983903421,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo,Inativo
20,29-04-2026 10_53_02,81.14231279262235,82.2868180576728,22.7,103.48123943661972,359.97109859154926,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_53_29,40.222739696221126,81.60893821415011,22.7,7.692741061755147,135.25352112676057,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo
20,29-04-2026 10_53_57,36.17186215300872,81.28236755646729,22.7,21.47661971830986,119.46808853118714,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo
20,29-04-2026 10_54_23,32.678786825228485,81.48825077511465,22.7,23.742899751449873,195.17010770505385,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
20,29-04-2026 10_54_50,43.991797116983236,81.44496275747167,22.7,27.060347970173986,299.65043910521956,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_55_17,36.640210213297834,81.6894172644127,22.8,84.15131731565866,180.45375310687655,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_55_44,38.17320289535126,81.37586158843312,22.8,125.9789939637827,1155.8496579476862,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_56_10,45.14409467624351,81.84958400139435,22.8,13430.887774647888,401.6291830985916,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo
20,29-04-2026 10_56_38,30.843330642676527,81.19724271017657,22.8,20491.55251509054,557.4084507042254,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 10_57_04,34.75378358552693,80.87273641336662,22.8,49.27678068410463,401.59171026156946,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 10_57_31,24.48866084700942,81.64756416676595,22.8,306.18118309859153,549.5719436619718,Inativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Ativo,Ativo
20,29-04-2026 10_58_00,12.61661520427338,81.39082176592058,22.8,102.74796414852753,274.7099615877081,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 10_58_27,11.548549305617662,81.18255696170337,22.8,43.43016645326504,99.29024327784892,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 10_58_53,35.83495153838282,80.88004728856014,22.8,307.1835814889336,463.30478873239434,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo
20,29-04-2026 10_59_20,21.05917144057171,81.09869011881769,22.8,412.5786909693455,165.21663628831814,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 10_59_47,20.64531082649956,81.0804037692803,22.8,25.39636363636364,239.86448143405894,Inativo,Inativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 11_00_14,32.04360268157158,81.43421544957259,22.8,21.82004024144869,90.30945674044266,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 11_00_40,31.145057783258775,80.70617298546175,22.8,777.8767733674777,1722.4082970550576,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 11_01_06,42.45924488699157,81.00211115493896,22.8,31.153915492957747,131.96569014084508,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 11_01_34,47.728485853444525,81.47756364708921,22.8,823.7808782104393,624.0349295774648,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
20,29-04-2026 11_02_00,39.1421868289876,81.14106211154065,22.8,8.159403479701739,207.00500414250206,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 11_02_27,47.60235298694794,80.49715042667646,22.8,1318.3959026888606,13936.15201024328,Inativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 11_02_54,50.58770614889423,81.00393539702567,22.6,29.92625352112676,151.6242253521127,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
20,29-04-2026 11_03_21,40.53568215448336,80.57016530593206,22.6,127.49302402651202,2997.952410936206,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo,Ativo
20,29-04-2026 11_03_48,29.837644020411446,80.58330125760628,22.5,78.04891466445734,261.8136868268434,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo
20,29-04-2026 11_04_14,33.65123161506276,80.83350356592142,22.6,139.36354929577467,5349.624732394367,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 11_04_41,18.576895794488202,80.61558913812223,22.6,17.781872410936206,132.61375310687654,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 11_05_07,21.858072941564465,80.86499543886657,22.6,13.6740347970174,1755.0783098591548,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
20,29-04-2026 11_05_33,23.91279554943288,80.6668455489836,22.6,223.84901408450705,307.4894647887324,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
