id_monitor,timestamp,cpu_percent,ram_percent,disk_usage_percent,bytes_sent_per_sec,bytes_recv_per_sec,bpm_status,pa_status,spo2_status,resp_status,temperatura_status,pic_status,pvc_status,ecg_status,etco2_status
1,29-04-2026 10_45_27,62.02868079943299,53.95631710950559,4.6,97.78068410462777,232.70631790744466,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
1,29-04-2026 10_45_53,81.36569692808489,55.267528645974835,4.6,2023.1467605633802,1190.3949295774648,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_46_21,45.116523909513646,53.474265799558545,4.6,2710.6743149807935,2951.4032266325225,Ativo,Inativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo
1,29-04-2026 10_46_48,84.09670790936936,56.145655855945925,4.6,4419.62304737516,3807.6660691421257,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo,Inativo
1,29-04-2026 10_47_15,31.143664895949872,57.85422675187753,4.6,792.644185110664,3530.175452716298,Inativo,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo
1,29-04-2026 10_47_42,84.08463882748701,59.45975202191506,4.6,3775.048732394366,1268.8583661971832,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_48_09,16.942595444455982,58.530681610573104,4.6,29.27840927920464,281.0380115990058,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_48_35,51.58257753392526,58.88197390689435,4.6,2181.1920146968773,1605.7640171463563,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_49_03,54.19304131384844,54.65674108074791,4.6,2525.947506213753,1995.0786412593206,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_49_30,55.36942408547502,55.15568045339715,4.6,2795.779486329743,1061.5448550124277,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo
1,29-04-2026 10_49_57,22.935850413026532,56.58507464460439,4.6,266.40845070422534,1153.6949698189135,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo
1,29-04-2026 10_50_24,30.150738749958165,55.06264929154487,4.6,144.03621730382295,423.6070020120724,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo
1,29-04-2026 10_50_51,10.477657672997987,53.20977014843695,4.6,23.011728553137004,343.2086043533931,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo
1,29-04-2026 10_51_17,19.328238505364173,54.3937099176527,4.6,7.4701285976729945,210.6604776484997,Ativo,Inativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo
1,29-04-2026 10_51_45,16.986698485843224,54.916492975290325,4.6,0.0,59.96061236987141,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_52_12,42.91836955050188,53.719393404594285,4.6,98.7432676056338,223.91425352112674,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo
1,29-04-2026 10_52_39,62.022574313226734,54.66520159902078,4.6,188.89290653008965,609.304071702945,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
1,29-04-2026 10_53_06,41.44651961196199,58.46450397181889,4.6,131.50210439105217,434.2192543496272,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_53_33,27.105534291119884,55.47131937215752,4.6,87.91657072872016,166.28164115125537,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo
1,29-04-2026 10_54_00,53.49732109771307,59.819482315648514,4.6,963.6356229685807,250.3419718309859,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo
1,29-04-2026 10_54_28,57.40943261981128,56.70424591551377,4.6,5.284772162386082,139.62213753106877,Inativo,Inativo,Ativo,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo
1,29-04-2026 10_54_55,53.25431124492593,56.53476459290645,4.6,1370.030342052314,5198.88772635815,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
1,29-04-2026 10_55_22,86.61712778481805,57.740066685147795,4.6,2871.6564705882356,887.6488483844241,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_55_49,15.309855212145973,59.870593000559445,4.6,301.295661971831,222.89780281690142,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo
1,29-04-2026 10_56_16,28.59501209604364,57.48740479549525,4.6,274.30667771333884,334.58008285004144,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_56_43,87.00162773229248,61.489635890021304,4.6,800.5873456121343,1151.1745612134343,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_57_09,81.98056859744605,58.554558410285594,4.6,785.2144745395449,1632.7905958829904,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo
1,29-04-2026 10_57_38,59.84264184117936,53.41091195295763,4.6,185.256338028169,513.680204865557,Inativo,Inativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_58_05,12.743261984429438,54.91944931758115,4.6,442.6478873239437,556.03728553137,Inativo,Inativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_58_31,62.12720172432964,56.119892367003914,4.6,11.377690140845072,65.24957746478873,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_58_57,26.385549822981428,58.34622701562551,4.6,8.833670256835129,84.32490472245236,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 10_59_24,24.64472408380645,59.32988477513896,4.6,6.9512112676056335,163.22230985915493,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 10_59_52,13.252354909595404,57.0533320453503,4.6,10.30503018108652,154.5754527162978,Inativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo
1,29-04-2026 11_00_19,7.497624086808563,56.68047560148433,4.6,7.768911651728553,270.3465300896287,Ativo,Inativo,Inativo,Inativo,Inativo,Inativo,Ativo,Ativo,Inativo
1,29-04-2026 11_00_45,34.621766995609036,57.92386390267328,4.6,7.751072589382449,81.38626218851572,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 11_01_11,26.89430319787565,63.358457199857774,4.6,2.6000433369447458,170.81794149512461,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
1,29-04-2026 11_01_38,26.99905254264512,56.61088863962334,4.6,524.0043943661972,281.1664788732395,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 11_02_05,12.932374434213276,57.51343063120987,4.6,0.0,146.9067771333886,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo
1,29-04-2026 11_02_32,16.900448296376112,58.73009681828975,4.6,12.267241093620548,163.69451532725768,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo
