id_monitor,timestamp,cpu_percent,ram_percent,disk_usage_percent,bytes_sent_per_sec,bytes_recv_per_sec,bpm_status,pa_status,spo2_status,resp_status,temperatura_status,pic_status,pvc_status,ecg_status,etco2_status
6,29-04-2026 10_34_10,27.40166926438084,75.61195274550991,71.3,687.599005799503,258.953835956918,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_34_36,26.70585707178394,77.68080918505362,71.3,105.16985915492958,170.05876056338028,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_35_04,11.797667399997945,73.66490440045669,71.3,20.686709346991037,29.360819462227912,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo
6,29-04-2026 10_35_30,16.966975121461246,73.81173168480802,71.3,28.619879275653922,31.66454728370221,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 10_35_57,19.69602269984874,75.8214844060191,71.3,14.54180281690141,24.362028169014085,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_36_24,17.01876782829205,74.2225347361577,71.3,16.10505385252693,22.682087821043908,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_36_51,16.62652954123483,73.93611570234314,71.3,7.752193158953723,12.225513078470826,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_37_18,21.058506060244117,76.41052573030211,71.3,6.364871582435791,8.79509527754764,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_37_44,17.03517736039617,73.12933651332081,71.3,308.34909693454847,617.1610936205468,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_38_12,9.884691613814937,73.93545272091956,71.3,5.484660691421254,9.061613316261203,Inativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_38_38,28.675329831326437,73.36348165435176,71.3,37.16602816901408,12.984338028169015,Inativo,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
6,29-04-2026 10_39_06,16.198531817105945,74.72207541272073,71.3,232.08636288318144,443.49653686826844,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
6,29-04-2026 10_39_32,20.91428945841087,71.32732397815342,71.3,153.75573440643865,7.330623742454728,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo
6,29-04-2026 10_39_59,22.995369371450884,76.56893325388808,71.3,37.19881690140845,85.70974647887324,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_40_26,43.976385872215154,72.7025482303558,71.3,196.70897384305835,8187.323058350101,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 10_40_53,21.870931059921226,74.94136717324298,71.3,7.036966413867822,6.986522210184182,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
6,29-04-2026 10_41_20,15.937343009453357,76.21648807012335,71.3,4.8199436619718306,4.328112676056338,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_41_47,14.673495092062634,71.20645107816729,71.3,19.321931589537225,21.851348088531186,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_42_14,10.235329090230598,72.05370977428966,71.3,66.53131882202305,32.99738796414853,Inativo,Ativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_42_41,20.230659062100294,74.02591068126337,71.3,159.0832145816073,143.86538525269262,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_43_07,16.927057262864267,72.13667987502032,71.3,9.354432477216237,4.088947804473902,Ativo,Inativo,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 10_43_35,6.978480923921005,69.99587535256997,71.3,195.3798591549296,173.00154929577465,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo,Inativo,Inativo,Inativo
6,29-04-2026 10_44_02,24.277898852683194,74.60620155315864,71.3,235.308338028169,941.4792676056338,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
6,29-04-2026 10_44_30,13.333863209736718,72.20819204265777,71.3,6.745110663983904,3.74728370221328,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_44_56,24.353882296873046,73.57712771231756,71.3,110.82591549295776,220.63538028169015,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_45_22,28.594411648066906,77.94397567155848,71.3,72.2492590324556,31.29185548071035,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_45_49,29.138857118743967,75.68726882160877,71.3,0.7698224127372933,0.0,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
6,29-04-2026 10_46_16,20.885605761198594,74.63626748917198,71.3,6.934816901408451,1.0820281690140845,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_46_43,10.873724427671378,73.2704337174509,71.3,47.21577464788732,175.25577464788734,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Inativo
6,29-04-2026 10_47_10,20.189033606080734,72.65748437090868,71.3,28.673746478873237,4.426478873239437,Ativo,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo
6,29-04-2026 10_47_36,20.46698805712511,73.46642448399383,71.3,0.7840783833435395,0.9408940600122474,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_48_02,37.32118947478634,77.47848664508369,71.3,7.683968156766687,6.857121861604409,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_48_30,19.12417690133631,74.63408360548728,71.3,11.39890637945319,14.272742336371168,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_48_56,27.425920546880867,73.96016308136355,71.3,286.3767887323944,110.62918309859154,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_49_22,26.393464296475035,75.63909969751727,71.3,129.1056338028169,131.97464788732395,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_49_50,14.518869816291488,74.20900413371454,71.3,8.89979879275654,9.977142857142857,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_50_17,24.453918883101927,74.58010848457069,71.3,92.36778790389396,1573.6084175642088,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_50_43,24.00591686659097,79.40230763582522,71.3,120.96191059399877,191.81408450704225,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo
6,29-04-2026 10_51_10,35.94910209239143,76.34665698317554,71.3,366.27536294691225,258.50132177681473,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
6,29-04-2026 10_51_37,26.16642783905951,73.54209027464694,71.3,372.92361226180617,263.8914333057167,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_52_04,21.940563183041796,77.25984017731986,71.3,432.66870789957136,295.4407348438457,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 10_52_31,27.225248863682626,74.9309971507375,71.3,345.8227605633803,237.61994366197186,Ativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Ativo,Ativo
6,29-04-2026 10_52_57,27.168100005098644,79.33894383643585,71.3,30.350961420698102,205.69939987752605,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_53_24,19.479588612014147,77.30530871970596,71.3,2.537562767911819,2.12413962033068,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo,Ativo,Ativo,Ativo
6,29-04-2026 10_53_51,32.56818901334536,77.98199857979603,71.3,5.531316595223514,1.3400612369871403,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_54_19,15.672515730287959,77.25989982259341,71.3,1.0608119304059653,1.2729743164871583,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
6,29-04-2026 10_54_45,16.449826616971652,78.71217142661413,71.3,18.646809552969994,12.26013472137171,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo
6,29-04-2026 10_55_13,19.11606373880814,75.27676614423851,71.3,14.75492957746479,11.546317907444669,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_55_40,19.81544900380171,75.6562948710383,71.3,5.304059652029826,6.403446561723281,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo,Ativo,Inativo
6,29-04-2026 10_56_06,20.73839186815984,75.35387532054305,71.3,12.262985915492958,7.885690140845071,Inativo,Inativo,Ativo,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo
6,29-04-2026 10_56_34,22.50441131195906,74.67858132363813,71.3,140.663661971831,37.1215291750503,Ativo,Inativo,Ativo,Inativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_57_00,20.08223623573653,80.59377359314945,71.3,337.59278873239435,164.7961690140845,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_57_26,23.76341089554743,78.41771040363533,71.3,50.67498591549297,7.656169014084507,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_57_54,21.204561511685277,78.56036738243158,71.3,431.36470588235295,403.86074565037285,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Inativo,Ativo,Inativo
6,29-04-2026 10_58_21,25.229157271699453,80.09701210026856,71.3,34.23529411764706,42.79893951946976,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_58_48,14.798812270465604,73.66986769246977,71.3,14.145995975855131,5.78486921529175,Inativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 10_59_14,18.126900848106196,75.99624016006351,71.3,4.852732394366198,5.492112676056339,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 10_59_41,16.392061972632007,76.64946620066522,71.3,2.6722816901408453,1.9673239436619716,Inativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
6,29-04-2026 11_00_08,39.567474514234405,78.77391944547041,71.4,2366.1191549295777,70774.52135211267,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 11_00_34,27.5540177319576,80.34157046657677,71.4,1.7219154929577467,1.4987042253521128,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
6,29-04-2026 11_01_01,25.45554555510135,77.71072555069141,71.4,6.932026944274342,10.481224739742805,Ativo,Inativo,Ativo,Inativo,Ativo,Ativo,Ativo,Ativo,Ativo
6,29-04-2026 11_01_28,17.432428324690367,75.49302584890208,71.4,11.179320629660316,16.581408450704227,Ativo,Inativo,Inativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 11_01_56,18.7935001551856,75.92085189692385,71.4,42.09126760563381,14.574382767191384,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Inativo
6,29-04-2026 11_02_23,21.788136148093297,78.30889585271908,71.4,6.807943661971832,9.390816901408451,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo
6,29-04-2026 11_02_50,13.413684748200556,75.7580739957264,71.4,19.63884009942005,40.7970173985087,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo,Inativo,Ativo,Inativo
6,29-04-2026 11_03_16,25.33170207007256,78.20449636404304,71.4,2.301432945499082,3.6878383343539505,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Inativo
6,29-04-2026 11_03_44,11.013956864286161,69.3762599711707,71.4,9.827093469910372,3.8264788732394366,Inativo,Inativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo,Inativo
