id_monitor,timestamp,cpu_percent,ram_percent,disk_usage_percent,bytes_sent_per_sec,bytes_recv_per_sec,bpm_status,pa_status,spo2_status,resp_status,temperatura_status,pic_status,pvc_status,ecg_status,etco2_status
5,20-04-2026 08_44_07,72.7,85.2,20.9,3364.761027340514,3514.195625517813,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
5,20-04-2026 08_45_13,61.1,69.8,20.9,2265.86415907208,1951.7792212096106,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
5,20-04-2026 08_46_19,47.1,72.7,20.9,91.13428334714168,65.02727423363712,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
5,20-04-2026 08_47_25,55.0,72.8,20.9,53.97584092792047,45.32689312344657,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
5,20-04-2026 08_48_31,60.1,64.7,20.9,116.7607953603977,96.25958574979288,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo
5,20-04-2026 08_49_39,51.6,85.4,20.9,48.690372825186415,89.85295774647888,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
5,20-04-2026 08_50_45,58.5,81.2,20.9,22.583363711681855,54.296172328086165,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
5,20-04-2026 08_51_51,61.1,74.2,20.9,54.77666942833472,135.50018227009113,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
5,20-04-2026 08_52_57,56.1,79,20.9,1347.4740347970173,13971.894681027341,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
5,20-04-2026 08_54_03,60.4,72,20.9,97.54091135045567,65.34760563380281,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
5,20-04-2026 08_55_09,68.4,82.4,20.9,136.62134217067108,152.6379121789561,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Ativo,Ativo,Ativo
5,20-04-2026 08_56_16,53.5,70.5,20.9,1387.9959569179784,1216.9389892294946,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
5,20-04-2026 08_57_22,55.0,79.5,20.9,74.31688483844242,85.84881524440763,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
5,20-04-2026 08_58_28,52.3,82.4,20.9,51.893686826843414,82.96583264291633,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Ativo,Ativo
5,20-04-2026 09_11_58,71,73.8,20.9,10968.420745650374,9093.365368682684,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
5,20-04-2026 09_13_04,42.4,71.2,20.9,11024.974946147473,63805.68666114333,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
5,20-04-2026 09_14_10,71.8,79.4,20.9,17537.47476387738,921325.6835791217,Ativo,Ativo,Ativo,Ativo,Ativo,Inativo,Inativo,Inativo,Ativo
